Frame Seq, Obj_index, x, y, z, velocity, snr, noise
# Frame 316: DetectedObjs=4 : numTLVs=5
408,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
408,obj_1,0.01772,0.56690,0.00000,0.00000,316,708
408,obj_2,0.00000,0.82895,0.00000,0.00000,296,569
408,obj_3,0.00000,1.09072,0.00000,0.00000,164,495
# Frame 409: DetectedObjs=4 : numTLVs=5
409,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
409,obj_1,0.01772,0.56690,0.00000,0.00000,312,712
409,obj_2,0.00000,0.82895,0.00000,0.00000,299,565
409,obj_3,-0.03408,1.09018,0.00000,0.00000,166,500
# Frame 410: DetectedObjs=4 : numTLVs=5
410,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
410,obj_1,0.01772,0.56690,0.00000,0.00000,316,708
410,obj_2,0.00000,0.82895,0.00000,0.00000,300,565
410,obj_3,0.00000,1.09072,0.00000,0.00000,172,495
# Frame 411: DetectedObjs=4 : numTLVs=5
411,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
411,obj_1,0.01772,0.56690,0.00000,0.00000,316,708
411,obj_2,0.00000,0.82895,0.00000,0.00000,293,571
411,obj_3,0.00000,1.09072,0.00000,0.00000,169,495
# Frame 412: DetectedObjs=4 : numTLVs=5
412,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
412,obj_1,0.01772,0.56690,0.00000,0.00000,315,709
412,obj_2,0.00000,0.82895,0.00000,0.00000,299,566
412,obj_3,-0.03408,1.09018,0.00000,0.00000,158,508
# Frame 413: DetectedObjs=4 : numTLVs=5
413,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
413,obj_1,0.01772,0.56690,0.00000,0.00000,311,713
413,obj_2,0.00000,0.82895,0.00000,0.00000,286,577
413,obj_3,0.00000,1.09072,0.00000,0.00000,167,500
# Frame 414: DetectedObjs=4 : numTLVs=5
414,obj_0,0.00954,0.30525,0.00000,0.00000,243,892
414,obj_1,0.01772,0.56690,0.00000,0.00000,316,708
414,obj_2,0.00000,0.82895,0.00000,0.00000,295,569
414,obj_3,-0.03408,1.09018,0.00000,0.00000,184,483
# Frame 415: DetectedObjs=3 : numTLVs=5
415,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
415,obj_1,0.01772,0.56690,0.00000,0.00000,318,706
415,obj_2,0.00000,0.82895,0.00000,0.00000,296,569
# Frame 416: DetectedObjs=4 : numTLVs=5
416,obj_0,0.00954,0.30525,0.00000,0.00000,242,893
416,obj_1,0.01772,0.56690,0.00000,0.00000,312,712
416,obj_2,0.00000,0.82895,0.00000,0.00000,297,567
416,obj_3,0.00000,1.09072,0.00000,0.00000,167,500
